URI,name,text
"<http://dbpedia.org/resource/Niall_Stokes>","Niall Stokes","niall stokes born dublin in 1951 is the awardwinning editor of the longrunning fortnightly ireland music and political magazine hot press based in dublin he has edited the magazine since 1977 he has been a longstanding champion of irish music most famously u2 in the late 1970s and throughout the 1980s he was involved with the music show an exhibition of the irish music industry held in the rds in october 2008 he was chairman of the independent radio and television commission now the bci between 1993 and 1998 he has written a book called into the heart the stories behind every u2 songhe graduated from university college dublin with a bachelor of arts degree alongside neil jordan stokes was a member of a band called eyeless which included whilst in college he also did some freelance work before hot press began he lives with his wife mairin sheehy in dublinon 20 june 2002 he appeared on an episode of rattlebag which celebrated the 25th anniversary of hot press in january 2008 he attended the recording sessions of the ballad of ronnie drew in windmill lane studios he has appeared on the interactive music series the raw sessionsstokes has also appeared as a panellist on questions and answers on radio he has featured on five seven live this week morning ireland and drivetimein 2007 he pursued a high court action against denis desmond moya doherty and john mccolgan"
"<http://dbpedia.org/resource/Chang_Ming-huang>","Chang Ming-huang","chang minghuang simplified chinese traditional chinese pinyin zhng mnghung born 7 august 1982 in taichung is a taiwanese discus thrower and shot putterhe has been focusing on shot put only since 2006 he trained in national college of physical education during his university study in taiwan he also has trained in china for a period he has trained with werner goldmann in berlin from june 2007 until 2008 olympic games in beijinghe has been training with donald babbitt in athens ga usa since feb 2010 his personal best shotput throw is 2058 metres achieved in aug 2011 in athens georgia usa this is the national record in taiwan this performance qualified him for the 2012 london olympic games standard aon 3 august 2012 minghuang threw 2025 meters in the qualification round of the mens shotput at the london olympic games and became the 2nd asian athlete to get into the final in the history of the event later in the evening he threw 1999 meters and was ranked 12th in the finalminghuang is sponsored by chinese taipei athletics association ctaa taiwan sport administration of ministry of education and adidas ctaa represents minghuang chang for all foreign affairsminghuang is also employed by national taiwan university of physical education and sport as a throwing coach"
"<http://dbpedia.org/resource/Titus_Corl%C4%83%C8%9Bean>","Titus Corl%C4%83%C8%9Bean","titus corlean romanian pronunciation titus korltsean born january 11 1968 is a romanian politician and diplomat former minister of justice and of foreign affairs he is a member of the social democratic party psd part of the party of european socialists and was elected to the chamber of deputies for braov county in the 2004 elections he became a member of the european parliament on january 1 2007 with the accession of romania to the european unioncorlean was born in medgidia and graduated from the university of bucharests faculty of law in 1994 he also earned a certificate from the international institute of the cole nationale dadministration in paris 1995between 1994 and 2001 corlean worked as a diplomat in the ministry of foreign affairs before joining prime ministers adrian nstases chancellery in 20012003 first as adviser on foreign policy issues and after 2003 as secretary of state for the romanian diaspora he has been a member of the psd since 2002 serving as spokesperson for its coordinating committee after 2004in the victor ponta cabinet corlean served as justice minister mayaugust 2012 and as foreign minister august 2012november 2014 he resigned from the latter position following the first round of the 2014 presidential election in which he was blamed for not setting up enough polling places for the romanian diasporacorlean is married and the father of one"
"<http://dbpedia.org/resource/Manuel_Poggiali>","Manuel Poggiali","manuel poggiali italian pronunciation manuel poddali born february 14 1983 is a grand prix motorcycle road racing world champion from san marino he was the 2001 125cc world champion and the 2003 250cc world champion he scored 12 race wins 11 pole positions and 35 podium finishes he often struggled with motivation and the mental side of racing and this contributed to his early retirement from the sportpoggiali began racing minibikes in 1994 and made his first grand prix starts in 1998 also winning the italian 125cc championship that year he went into the 125cc world championship fulltime in 1999 and showed promise over the next two years scoring a first podium at assen in 2000 in 2001 he improved to win the title on a gilera he remained in the class in 2002 scoring 7 podiums in the first 8 races but failing to defend his title losing out to arnaud vincentfor 2003 he moved up to 250s and followed freddie spencer and tetsuya harada in winning the title at his first attempt including victories in the seasons first two races he had a disappointing 2004 however finishing only 9th overall with just three podium resultsfor 2005 he returned to 125s again looking like a shadow of his former self failing to take a single podium in 2006 he raced in the 250cc class for the ktm team but they did not renew his contract for 2007 although he received some offers from 125cc 250cc and superbike teams he decided to refuse the offers and take a sabbatical hoping to get better offers in 2008 he made his return to racing after announcing that he would ride for campetella racing alongside fabrizio lai he decided to retire midseason after losing enthusiasmhe is also a footballer he played some matches over the last years for pennarossa a football club of san marinofor 2013 he returned to motorcycle racing and rode in the italian superbike championship for scuderia corse team grandi aboard a ducati 1199 panigale he finished the season in 14th overall with a second place finish in the penultimate race of the year at mugello being his best finish for 2014 he signed to ride for the barni racing team aboard a ducati 1199 panigale in the civ superbike championship and finished 11th overall"
"<http://dbpedia.org/resource/Mike_Oxley>","Mike Oxley","michael garver mike oxley born february 11 1944 is an american politician of the republican party who served as a us representative from the 4th congressional district of ohiooxley was born in findlay ohio and received a bachelor of arts degree from miami university in 1966 and a law degree from ohio state university in 1969 he is a member of the alpha chapter of the sigma chi fraternity at miamifrom 1969 to 1972 oxley worked for the federal bureau of investigation and became active in the ohio republican party he served in the ohio house of representatives from 1973 to 1981oxley was elected a us representative in 1981 in a special election to fill the vacancy caused by the death of us representative tennyson guyer oxley began serving at this post in 1981 97th congresshe served as the chairman of the committee on financial services and was house sponsor of the sarbanesoxley act of 2002 which enacted sweeping postenron regulations of publicly traded companies he was also the house sponsor of a 2006 bill that condemned media outlets that had published information on a covert financial surveillance systemoxley announced his retirement from congress on november 1 2005 effective at the end of his term in 2007 he was succeeded by republican jim jordan"
"<http://dbpedia.org/resource/Akezhan_Kazhegeldin>","Akezhan Kazhegeldin","akezhan kazhegeldinov kazakh russian born on 27 march 1952 served as the prime minister of kazakhstan until he resigned in october 1997 ostensibly for health reasons though many saw it as an act protesting authoritarianism in kazakhstan he now heads the republic peoples party of kazakhstan but lives in the west in exile adam albion of radio free europe characterized kazhegeldins efforts at democratizing kazakhstan as defiant confrontational and openly scornful of the idea that nursultan nazarbaev the president of kazakhstan will ever share power willinglydigital freedom foundation credits kazhegeldinovs prime ministership with establishing a stable currency bank system and privatization programs that led to growth he worked at attracting foreign investment and helped to lay groundwork for a stock marketin 1998 he was elected president of the union of industrialists and entrepreneurs of kazakhstanthe publishing of his book kazakhstan the right to choose led to a political rift with president nazarbayev the rift widened when kazhegeldinovs 21st century freedom foundation sponsored amendments to the constitution regarding free elections he has since been barred from participating in presidential elections because he participated in an unsanctioned demonstration an administrative offense in april 1998 after he had left the country the government charged him with tax evasion and illegally buying real estate in belgium he denies the charges and said they were motivated by politicskazhegeldin has accused president nazarbaev of authoritarianism nepotism and indifference to violations of human rights"
"<http://dbpedia.org/resource/Blaine_Capatch>","Blaine Capatch","blaine capatch born september 19 1965 is an american standup comedian and writer who is best known for hosting season 2 of the comedy central game show beat the geekscapatch was born in york pennsylvania to jean and harold capatch he grew up in the small town of dallastown pennsylvania where his father owned and operated a barber shop he is a 1983 graduate of dallastown area high school after high school he attended york college of pennsylvania he began his standup career in baltimore maryland at the charm city comedy clubcapatch and thencomedy partner patton oswalt worked as sketch writers in the early years of madtv he also wrote for the martin short show blue collar tv the jamie kennedy experiment mind of mencia web soup and comedy centrals roast of roseanne barr amongst othershe hosted a comedic quiz show on the comedy channel from 20012002 called beat the geeks the program reached 130 episodes and saw international broadcast in canada and new zealand after its original runsince 2002 he has hosted the live burlesquemexican wrestling show lucha vavoom in los angeles californiasince 2005 he has been a live announcer for the los angeles derby dolls one of the only allgirl banked track roller derby leagues in the countryin 2007 capatch appeared in the comedians of comedy live at the troubadorsince 2008 he has hosted the weekly comedy show whats up tiger lily created by maria bamford and melinda hill in los angeles californiasince november 28 2012 he has participated in a podcast called nerd poker hosted by brian posehncapatch currently writes on comedy centrals midnight hosted by chris hardwick"
"<http://dbpedia.org/resource/Louise_Browne>","Louise Browne","louise patricia browne born 16 march 1952 is a west indies cricketer who played eight womens test matches and eight womens oneday internationals for the trinidad and tobago womens cricket team and the west indian womens cricket team in the 1970s she is now louise brownejackson married to godfrey jackson former national rugby player for trinidad and tobago she has one son ricardo louise was named captain of the first ever west indies womens cricket team she led the team in a series against australia in 1976 both test matches played in jamaica were drawn later that year she again led the west indies women on a tour of india that series of six test matches also ended in a draw in the year 2000 louise was named one of the hundred top sporting personalities of the century in trinidad and tobagoshe is the 5th of twelve children 8 girls and 4 boys though one of her sisters died in 1989 like louise two of her younger sisters beverly mary browne and ann gertrude brownejohn also represented trinidad and tobago and the west indies at womens crcket ann also coached the west indies womens cricket team and is part of the international cricket council her nephew kwan dwayne browne has been made coach of the trinidad and tobago national hockey team"
"<http://dbpedia.org/resource/Gerald_Goodhardt>","Gerald Goodhardt","gerald goodhardt born 1930 is a marketing scientistapart from being the chairman of the board at the ehrenbergbass institute for marketing science professor gerald goodhardt is emeritus professor city university visiting professor kingston university and also a visiting research associate south bank university formerly sir john e cohen professor of consumer studies and dean of the city university business school gerald has spent 20 years in industry and commerce prior to 20 years as an academic he has served as chairman of the market research society gold medalist in 1969 and 1996 and as hon secretary of the royal statistical society gerald was also founding president of the market research benevolent association published extensively in marketing and statistical journals mainly in quantitative aspects of consumer behaviour and the audiences use of broadcast media professor goodhardt began his career working as a statistician for attwood panels and later aske research with andrew ehrenberg from 198195 he was sir john e cohen professor of consumer studies at the city university business school in the early 1980s with andrew ehrenberg and chris chatfield he extended the nbd model to account for brand choices finally published in 1984 the nbddirichlet model of brand choice successfully modeled the repeated category and brand purchases within a wide variety of markets the dirichlet as it became known accounts for a number of empirical generalisations including double jeopardy the duplication of purchase law and natural monopoly it has been shown to hold over different product categories countries time and for both subscription and repertoire repeatpurchase markets it has been described as one of the most famous empirical generalisations in marketing independently and at about the same time schmittlein bemmaor and morrison published the same model in marketing science and showed a variety of its statistical properties in particular when it reduces to the simple nbd model they labelled the univariate model as beta binomialnegative binomial distribution bbnbd the model has since been extensively applied both by academics and marketing research consultancy firms"
"<http://dbpedia.org/resource/George_Azar>","George Azar","george azar born february 3 1959 in philadelphia is a lebanese american photojournalist and documentary filmmaker his photographs have appeared on the front pages of the new york times the international herald tribune the economist saudi aramco world and other leading publications since 2006 he and mariam shahin have produced over 50 films for the international satellite news network al jazeera azar has also produced several documentaries for the internet news channel vice news including crime and punishment in gaza renegade jewish settlers and the islamic state vs lebanon azar has covered the middle east and arabislamic culture since 1981 and is the subject of the cbs emmy awardwinning news feature beirut photographer he was also profiled in the bbcs firing line he was nominated for the 2007 rory peck award for his film gaza fixer his and fellow filmmaker tom evans film two schools in nablus also received great acclaim winning the japan prize in education in 2008 and the british royal television society education award in 2009 in addition azar is the author and photographer of the critically acclaimed book palestine a photographic journey and the photographer of palestine a guide written by mariam shahinin addition to his work as a photojournalist and filmmaker azar is a historian and curator his writing photography and photo curation is on permanent display on the first three floors of san franciscos historic us customhouse and new yorks international center of photography hosted azars 2002 curation of bill biggarts twin towers which marked the oneyear anniversary of the tragedy azar commands unique insight into both the arab world and the western perceptions and misperceptions of it and has lectured on the subject at major universities including the university of california berkeley the university of chicago stanford vanderbilt pepperdine and harvard"
"<http://dbpedia.org/resource/Patrick_Ramiaramanana>","Patrick Ramiaramanana","patrick xavier heriniaina ramiaramanana is a malagasy politician he was mayor of antananarivo the capital of madagascar before serving in the government from 2007 to 2008ramiaramanana began working at marc ravalomananas dairy company tiko in 1997 holding positions in management ravalomanana won the disputed december 2001 presidential election and ramiaramanana was named president of the special delegation of antananarivo to replace ravalomanana who had been the citys mayor he was appointed chairman of the board of the state electricity and water company jirama in october 2003 and soon afterward on october 16 he publicly announced his anticipated candidacy for mayor of antananarivo as the candidate of the ruling tiako i madagasikara tim was elected mayor in the municipal election held on november 23 2003 his victory had been expected in 2006 he was the tenthplaced finalist for world mayor he stepped down as mayor when he was appointed as minister of energy in the government of prime minister charles rabemananjara named on january 25 2007ramiaramanana ran as a tim candidate for a seat in the national assembly of madagascar from the antananarivo i constituency in the september 2007 parliamentary election and along with his fellow tim candidate for the constituency arinosy jacques razafimbelo he won by a large margin with 6121 of the vote according to provisional resultsfollowing the election in the government named on october 27 2007 ramiaramanana was moved from his position as minister of energy to that of minister of sports culture and leisure he was suspended from this post in the government named on april 30 2008 jeanlouis robinson replaced ramiaramanana in an interim capacity before being formally appointed to head the ministry in june 2008"
"<http://dbpedia.org/resource/Kifah_Jayyousi>","Kifah Jayyousi","dr kifah jayyousi a united states citizen was detained in united states custody and was convicted as a conspirator with jose padilladr jayyousi formerly the chief facilities officer the washington dc school board from july 1999 until april 2001 was arrested on march 27 2005us district judge marcia cooke granted bail to dr kifah jayyousi on january 5 2006 in granting bail the judge stated that there is no evidence presented in this case that this defendant did other than travel under his own name follow the law and register in the united states embassy and never used false documents the judge also noted that there was no evidence of any other criminal contact there was no evidence presented as part of this criminal investigation that this defendant had the kind of extensive foreign contracts and traveljayyousi was released from the federal detention center at miami florida where he spent a year in solitary confinement he attended all subsequent court hearings and stood trial in 2007 with codefendants jose padilla and adham hassoun during an ensuing hearing the attorneys argued that the indictment lacked incriminating evidence and the judge also noted that the case was very light on facts the judge ordered the miami federal prosecutors to supply evidence of transcripts of phone wiretaps that show the manner and means of the trios referring to kifah jayyousi adham hassoun and jose padilla terror conspiracyincluding descriptions of the time place circumstances causes etc of their activitieson monday 21 august 2006 the federal judge dismissed the major terrorism conspiracy count that formed a major part of the indictment in the case saying the government wrongly overcharged the defendantson august 16 2007 jayyousi and his two codefendants were found guilty of one count of conspiracy to murder kidnap and maim overseas jayyousi was sentenced to a prison term of twelve years and eight monthsdr jayyousi maintains his innocence and that all he did was publish a newsletter that was critical of us foreign policies and did a small charity work over 12 years ago that benefited victims of war in bosnia and chechnyadr jayyousi and his wife are both us citizens and are the parents of five us children he has served in the us navy and was honorably discharged in 1988 he taught at wayne state university college of engineering and held a number of high profile public service positions in the engineering profession"
"<http://dbpedia.org/resource/Nia_Ramadhani>","Nia Ramadhani","prianti nur ramadhani born 16 april 1990 better known as nia ramadhani is an indonesian actress she was born in jakarta indonesia on 16 april 1990 nia has one younger sister thalita ramadhani and both of them were raised by their mother ever since their parents divorce when nia was only 4 years oldnia started stepping into the world of entertainment industry when she was 15 her name began to be recognised among the fans in indonesia when she played one of the major lead roles in bawang merah bawang putih alongside dimaz andrean and revalina tematnia ramadhani was famous with her being in a number of short relationships she was reportedly in a relationship with an rb singer ressa herlambang which did not last long she later paired up with the bambang reguna bukit or bams the lead singer of one of the most popular boy bands in indonesia samsons there were also brief relationships with andhika pratama her partner in one of her movies kesurupan as well as edy baskoro the son of indonesias current president susilo bambang yudhoyono in april 2010 nia had married to adriansyah bakrie the son of indonesias wellknown politician and entrepreneur aburizal bakrie their marriage was said to be a lavish one with an estimated spending of up to 10 billion rupiahs in total the president also attended the wedding as he was quite close with the grooms father nia and adriansyah welcomed their daughter named mikhayla on 2 july 2012"
"<http://dbpedia.org/resource/Serhat_Ulueren>","Serhat Ulueren","serhat ulueren born 1969 in istanbul turkey is a sports reporter and journalist a native of turkey serhat ulueren started his journalism career in 1992 he is currently the director of turkish football programme telegol screened every sunday evening on startvrecently ulueren has documented many matchfixing ankaragc 08 galatasaray cases in his television program telegol ulueren has also stated in an interview that he received threats from diyarbakrspor due to his statements about diyarbakrspor deserving to be relegated to the second division serhat ulueren is believed to be a fan of turkish giants galatasaray although never stating this on his show recently a group of fenerbahe fans angrily protested against serhat ulueren on the badat avenue stanbul these protests were made following uluerens decision to invite confesser cihan oskay to his programme cihan oskay made controversial claims about fenerbahe and aziz yldrm being involved in matchfixing cases fenerbahe board and its fans insisted that ulueren acted unfairly and partially as well as stating that ulueren didnt ask for a response from fenerbahe based on these claimsrecently ulueren has been criticized due to the unfavoured and heated arguments that usually take place in his weekly programme telegol the television ratings have even decreased due to the unnecessary fall outs serhat works alongside ziya engl a former player for fenerbahe and turkey gkmen zdenak former striker for galatasaray and turkey adnan aybaba brother of a former beikta jk player sabri ugan presenter and commentator for startv and former turkcell super league referee cem papila serhat ulueren is a close friend of fellow startv journalists sleyman rodop who has worked with ulueren for about 18 years and ertem ener also a soccer commentator at this present day serhat ulueren works for kanaltrk tv and presents telegol and son kale which usually attract a high number of viewers each weekhe was found guilty by turkish court because of aspersing and he was drawn jail terms for 11 months 20 daysthere are some allegations about him one of them is that working his wife with adnan polat who was expresident of galatasaray despite she was not capable adnan polat who was president of ceramic manufacturers association made her chief editor to magazine of ceramic manufacturers association and because of this serhat ulueren had made tricky television program for adnan polat"
"<http://dbpedia.org/resource/Rick_Marschall>","Rick Marschall","rick marschall born february 3 1949 is a writereditor and comic strip historian described by bostonia magazine as americas foremost authority on pop culture marschall has served as an editor for both marvel and disney comics plus several syndicatesmarschall has written and edited more than 62 books on cultural topics including the history of comics television and country music he has documented the history of comic strips in two magazines he edited nemo the classic comics library and hogans alley for marvel he founded the slick graphic story magazine epic illustrated he edited comic strips peanuts bc dick tracy scripted for graphic novels and animated cartoons thundercats and edited a book with dr seuss marschall has taught creative writing at the summer institute for the gifted at bryn mawr college and techniques of fiction at rutgers university and the school of visual artsin 2009 he teamed with jonathan barli to launch rosebud archives dedicated to the preservation and publication of comic art in prints portfolios and books that same year he looked back on his careeri drew political cartoons for years i have been a comicstrip editor of three newspaper syndicates an editor at marvel a writer of disney comics i have taught about comics on the teaching staffs of four colleges i consulted with the us postal service when they issued 20 stamps to celebrate the comics centennial and the state department has sent me overseas i keep coming back to mount exhibitions and talk about comics ive written 62 books edited several magazines and founded a few i have written four books on country music two on television history and am today finishing a biography of johann sebastian bach"
"<http://dbpedia.org/resource/Ross_Patterson>","Ross Patterson","ross patterson aka st james st james is an american b movie and parody film actor who has appeared in over 20 films including the new guy accepted and the 2006 sundance film the darwin awards ross also written starred and produced in six films 50k and a call girl a love story 7ten split with actress tara reid screwball the ted whitefield story darell dawkins mouth guitar legend poolboy drowning out the fury and fdr american badass as well as a 2007 pilot for mtv entitled the barnes brothers which did not get picked up he was nominated for an mtv movies award for best spoof in 2008 ross was a member of kappa sigma fraternity of the alpha nu chapter at the ohio state university in the early 1990s ross can be seen as the fast talking hollywood music producer joey zane in the movie garden party which opened on july 11 2008 in los angeles new york portland and seattlepatterson finished filming darnell dawkins mouth guitar legend in january 2010 the film is based on the popular youtube short film of the same name that has garnered over 800000 views he wrote starred and produced this filmpoolboy drowning out the fury starring opposite danny trejo jason mewes and kevin sorbo was supposedly made in 1990 but only released to the public in 2013 its an unearthed lostplot movie from 1990 that the studio deemed too terrible to release a vietnam veteran sal bando sorbo tortured by his past as a poolboy returns home to van nuys california and a country he doesnt recognize in which it seems only mexicans run poolcleaning companies bando sets off on a brutal mission to reclaim his rightful vocation and enact revenge on the mantrejo who killed his wife and son according to imdbscrewball the ted whitefield story came out october 1 2010 the plot involves a majorleague baseball strike in 1994 which gives the sport of wiffle ball a chance to take the spotlight ted whitefield a star player is played by pattersonpatterson wrote and produced fdr american badass playing a role opposite barry bostwick fdr and bruce mcgill production started december 6 2010 in los angeles and features the 32nd president of the united states riding a wheelchair of death to stop the world from werewolves who carry the polio virus including werewolf versions of hitler mussolini and emperor hirohitofdr american badass was designated one of the 25 weirdest films streaming on netfix right now by critics in 2013ross pattersons pilot st james st james presents delirium cinema earned the out of the box award in the 2011 new york television festival the ifc us tv channelsponsored the category and the prize was a development deal with the network patterson created wrote starred and produced the show which features a director looking back at the 100 worst films ever made loosely based on his own life50k and a call girl a love story is in postproduction patterson stars with actress jessie wiseman and rapper asher roth he writes stars and produces in this film as well the film is directed by seth grossmana bid to fund helen keller vs nightwolves on fundraising platform kickstarter was unsuccessful despite over 29000 in donations that were offered"
"<http://dbpedia.org/resource/Jim_Cooper_(musician)>","Jim Cooper (musician)","jim cooper born in princeton indiana is a contemporary christian musician songwriter and producercooper studied at temple christian academy in his hometown jim cooper got his feet wet with jody davis who went on to play guitar in the newsboys with the band phos also in the band was a lead singer by the name of gary towards the end of phos the drummer of david and the giants keith thibodeaux joined phos after the breakup of phos he joined legendary christian rock band petra as a keyboard technician for john lawry he credits lawry for being his mentor and teacher in 1994 he joined in as their fulltime keyboardist upon lawrys retirementhis arrival came in time for the release of no doubt in 1995 he also contributed for the bands second praise album petra praise 2 we need jesus in 1997 before being fired for musical differencescooper has contributed to several other artists with his songwriting and playing skills he also started a production company with friend brian wooten formerly of white heartin 2005 cooper became the project coordinator for petras last album the live recording of petra farewellin 2007 he helped produce the ii guys from petra album vertical expressions with john schlitt an bob hartman and he did the keyboards in the album"
"<http://dbpedia.org/resource/Patricia_Hollis,_Baroness_Hollis_of_Heigham>","Patricia Hollis, Baroness Hollis of Heigham","patricia lesley hollis baroness hollis of heigham pc dl ne wells born 24 may 1941 is a labour member of the house of lordsshe was educated at plympton grammar school at cambridge university the university of california and columbia university new york both where she was harkness fellow from 1962 to 1964 and at nuffield college oxford ma dphilshe was a lecturer in modern history reader and dean at the university of east anglia in norwich from 1967 until 1990 she served as a national commissioner for english heritage from 1988 until 1991 she was married to martin hollis professor of philosophy at the university of east anglia until his death in 1998 they had two sonspatricia hollis contested the great yarmouth constituency for labour at the february 1974 general election the october 1974 election and at the 1979 general election she became involved in local politics early in her career serving on norwich city council from 1968 to 1991 and as leader of the council from 1983 to 1988 patricia hollis served on the press council from 1988 to 1990 and was a director of radio broadland from 1983 until 1997hollis was created a life peer as baroness hollis of heigham of heigham in the city of norwich on 1 june 1990 and was an opposition whip in the house of lords between 1990 and 1995 and opposition spokeswoman on housing local government the environment disability and social security from 1990 while in opposition she carried through the lords the proposals for pension sharing on divorce which have now become lawhollis was parliamentary undersecretary of state at the department for work and pensions previously department of social security from 5 may 1997 to the 2005 reshuffle was made a privy counsellor in 1999 and is now a deputy lieutenant for norfolkshe is a fellow of the royal historical society an honorary fellow of girton college cambridge and the author of several books on womens history and on labour history her book jennie lee a life 1997 won the orwell prize for political biography and the wolfson history prize for the history book of the year in 2001 she was awarded the honorary degree of doctor of the university by the open university"
"<http://dbpedia.org/resource/Rick_Lancellotti>","Rick Lancellotti","richard anthony rick lancellotti born july 5 1956 in providence rhode island is a former first basemanoutfielder in major league baseball who played for the san diego padres 1982 san francisco giants 1986 and boston red sox 1990 he batted and threw lefthanded a gifted slugger lancellotti received only limited opportunities on the major league level to showcase the power he displayed in the minor leagues a perennial minors allstar he played in 15 different leagues and several countries including stints in canada colombia italy japan mexico and venezuelain 1979 lancellotti was named the eastern league most valuable player after lead the league with 41 home runs and 107 runs batted in while playing for the buffalo bisons the doublea affiliate of the pittsburgh pirates on august 5 1980 lancellotti along with luis salazar was traded to the san diego padres for a player to be named later and kurt bevacqua the padres later sent mark lee to pittsburgh to complete the trade he made his major league debut with the san diego padres in 1982 appearing in just 17 games his careerhighlight came in 1984 when he led all professional baseball with 131 rbi and hit 29 home runs while playing for triplea las vegas a san diego affiliatein 1986 lancellotti led the pacific coast league with 31 home runs while playing for phoenix at the time the giants triplea affiliate at 30 he was promoted to the big club and hit 222 with two home runs and six rbi in 18 atbats in 1987 and 1988 he played in japan hitting 58 home runs in 190 games for hiroshima including a leagueleading 39 homers in 1987 two years later he played in the now defunct senior professional baseball associationlancellotti did not win another chance in the majors until august 1990 when he played four games for the boston red sox and went 0for8 lancellotti was a major player in the red sox famous rally cap game where several teammates used cups on their ears hats on catcher style and shave cream on their faces dwight evans homered turning the game around during this comedic mele before the promotion he had 10 home runs for triplea pawtucket he returned just in time to finished the month with 11 home runs to win the international league title with 21 lancellotti was named the best player in the red sox farm system by the boston sportswriters association at the same time boston released him in 1992 he played for the parma angels of italy being named the best hitter during the european cup held in the netherlands he hung up his spikes after the season and settled in buffalo new york where he established a baseball school in 1993 he still owns and operates this school to the day and is close friends with cartoonist ken newtonin a threeseason major league career lancellotti was a 169 hitter with two home runs and 11 rbi in 36 games he belted 276 home runs in his distinguished minor league career setting a mark that still stands to this daylancellotti gained induction into the buffalo baseball hall of fame in august 1995lancellottis daughter katie lancellotti played ncaa division i softball at canisius college from 20092012"
"<http://dbpedia.org/resource/Barbara_Lifton>","Barbara Lifton","barbara s lifton born 19501951 is a democratic member of the new york state assembly representing assembly district 125 which includes tompkins county in its entirety as well as the city of cortland and towns of cortlandville and virgil in cortland countyshe attended suny college at geneseo receiving a ba in english a teacher certification in 1973 and an ma in english in 1985 lifton was an english teacher in the geneseo central school from 1976 to 1982 then in the ithaca public school system from 1985 to 1988 for fourteen years before entering the assembly she served as the chief of staff to former assemblyman marty luster she also served for two years on the cornellcommunity waste management committeelifton was first elected to the state assembly in november 2002 she ran uncontested in the november 2008 general election and won the november 2010 general election with 62 percent of the votefellow assemblyman joseph morelle the chairman of the monroe county democratic party has been recruiting lifton among other candidates in an effort to run against republican tom reed for the vacant congressional seat formerly held by eric massa who resigned in disgrace from the united states congress although lifton lives outside the boundaries of that district she has stated that she is considering the overture as she has long wanted to have a say in global issueslifton resides in ithaca new york she has two children and three grandchildren"
"<http://dbpedia.org/resource/Andreu_Ve%C3%A0_Bar%C3%B3>","Andreu Ve%C3%A0 Bar%C3%B3","andreu ve phd sant feliu de guxols girona spain 1969 is an engineer president of the internet society isoces and member of the advisory board of the internet hall of fameborn in sant feliu de guxols girona spain in 1969 telecom engineer 91 and electronic engineer 93 andreu ve has an mba in it management and a phd in computer networks 02 he had his first computer with 3kb memory at the age of twelve and his first international computer network experience dates from 1986since 1992 he has had the word internet on his business card working in the private sector in public administration and at the university where he has shared his knowledge with several generations of engineers he discovered the magic power of the net early on contributing to the local development of the incipient spanish market in the mid 90s providing firsttime connections to many companies and individuals he cofounded the 4th spanish internet service provider isp in 1994in early 1998 the new telco retevision recruited him to launch their own isp iddeo there he designed the technical system that allowed this network operator to offer the first free access to the internet and a year later the first flat telephone rate in spain doubling the base of internet users in the country in less than a yearhe is a great defender of the methods and uses of the internet antagonistic to the classic ptttelco way he promoted and presided over espanix the major spanish internet exchange point and the installation in madrid and barcelona of one of the 13 dns global root serversafter his doctoral dissertation thesis on the technology history and social structure of the internet which for 8 years was one of the top 25 most downloaded 260000 copies he was invited by vint cerf one of the fathers of the internet to continue his original research at stanford university california usa from which he launched the international research program wiwiworgnowadays he contributes to the launching and softlanding of technologybased companies in silicon valley he has been elected as eminent expert for spain on the grand jury at the unescos world summit award global awards for mobile appshe is the founder and current president of the internet society isoces and is the only european to be selected to serve on the advisory board of the internet hall of famehis next challenges are focused on helping to connect the next 5 billion inhabitants on earth to the internet and to improve the quality of life of people in the less favored areas of the planet through the intensive pervasive and nomadic use of the internet"
"<http://dbpedia.org/resource/Bob_Cousy>","Bob Cousy","robert joseph bob cousy born august 9 1928 is a retired american professional basketball player cousy played point guard with the boston celtics from 1950 to 1963 and briefly with the cincinnati royals in the 196970 season cousy first demonstrated his basketball abilities while playing for his high school varsity team in his junior year he obtained a scholarship to the college of the holy cross where he led the crusaders to berths in the 1948 ncaa tournament and 1950 ncaa tournament and was named an ncaa allamerican for 3 seasons cousy was initially drafted as the third overall pick in the first round of the 1950 nba draft by the tricities blackhawks but after he refused to report he was picked up by boston cousy had a very successful career with the celtics playing on six championship teams being voted into 13 nba allstar games and 12 allnba first and second teams and winning the nba most valuable player award in 1957in his first 11 seasons in the nba cousy led the league in assists eight straight times and introduced a new blend of ballhandling and passing skills that earned him the nicknames cooz the houdini of the hardwood andas he was regularly introduced at boston gardenmr basketball after his playing career he coached the royals for several years and even made a short comeback for them at age 41 he then became a broadcaster for celtics games he was elected into the naismith memorial basketball hall of fame in 1971 and in his honor the celtics retired his 14 jersey and hung it in the rafters of boston garden cousy was named to the nba 25th anniversary team in 1971 the nba 35th anniversary team in 1981 and the nbas 50th anniversary alltime team in 1996 making him one of only four players that were selected to each of those teams"
